Date,RideId,TrainId
2019-01-03,124,124
2019-01-03,863,863
2019-01-03,3056,303056
2019-01-03,3963,3963
2019-01-03,3958,3958
2019-01-03,7456,7456
2019-01-03,3063,3063
2019-01-03,7463,7463
2019-01-03,858,858
2019-01-03,865,865
2019-01-03,3058,303058
2019-01-03,3965,3965
2019-01-03,3960,3960
2019-01-03,7458,7458
2019-01-03,7465,7465
2019-01-03,3065,3065
2019-01-03,860,860
2019-01-03,867,867
2019-01-03,3060,3060
2019-01-03,3967,3967
2019-01-03,3962,3962
2019-01-03,7460,7460
2019-01-03,3067,3067
2019-01-03,7467,7467
2019-01-03,862,862
2019-01-03,869,869
2019-01-03,221,221
2019-01-03,3062,3062
2019-01-03,3969,3969
2019-01-03,3964,3964
2019-01-03,7462,7462
2019-01-03,3069,3069
2019-01-03,7469,7469
2019-01-03,864,864
2019-01-03,871,871
2019-01-03,3064,3064
2019-01-03,3971,3971
2019-01-03,2966,2966
2019-01-03,3071,3071
2019-01-03,7471,7471
2019-01-03,3066,3066
2019-01-03,2973,2973
2019-01-03,2968,2968
2019-01-03,3073,3073
2019-01-03,122,122
2019-01-03,3068,3068
2019-01-03,2975,2975
2019-01-03,2970,2970
2019-01-03,3075,3075
2019-01-03,3070,3070
2019-01-03,2977,2977
2019-01-03,2972,2972
2019-01-03,3077,3077
2019-01-03,3072,3072
2019-01-03,2979,2979
2019-01-03,2974,2974
2019-01-03,3079,3079
2019-01-03,104,104
2019-01-03,3074,3074
2019-01-03,2981,2981
2019-01-03,2976,2976
2019-01-03,3081,303081
2019-01-03,3076,3076
2019-01-03,2983,2983
2019-01-03,2978,2978
2019-01-03,3083,3083
2019-01-03,3078,3078
2019-01-03,2985,2985
2019-01-03,2980,2980
2019-01-03,3085,3085
2019-01-03,120,120
2019-01-03,3080,3080
2019-01-03,2987,2987
2019-01-03,2982,2982
2019-01-03,3087,3087
2019-01-03,3082,3082
2019-01-03,2989,2989
2019-01-03,2984,2984
2019-01-03,3089,3089
2019-01-03,2986,2986
2019-01-03,3091,3091
2019-01-03,7384,7384
2019-01-03,7393,7393
2019-01-03,1405,1405
2019-01-03,7395,7395
2019-01-03,1402,1402
2019-01-04,1409,1409
2019-01-03,1406,1406
2019-01-04,1413,1413
2019-01-03,1412,1412
2019-01-04,11409,11409
2019-01-04,1417,1417
2019-01-04,1414,1414
2019-01-04,11413,11413
2019-01-04,1418,1418
2019-01-04,7408,7408
2019-01-04,7417,7417
2019-01-04,2919,2919
2019-01-04,2914,2914
2019-01-04,3019,3019
2019-01-04,7419,7419
2019-01-04,7412,7412
2019-01-04,121,121
2019-01-04,3014,3014
2019-01-04,2921,2921
2019-01-04,2916,2916
2019-01-04,3021,3021
2019-01-04,7421,7421
2019-01-04,7414,7414
2019-01-04,823,823
2019-01-04,3016,3016
2019-01-04,3923,3923
2019-01-04,3918,3918
2019-01-04,7416,7416
2019-01-04,3023,3023
2019-01-04,7423,7423
2019-01-04,818,818
2019-01-04,825,825
2019-01-04,3018,3018
2019-01-04,3925,3925
2019-01-04,3920,3920
2019-01-04,7418,7418
2019-01-04,7425,7425
2019-01-04,3025,3025
2019-01-04,820,820
2019-01-04,827,827
2019-01-04,105,105
2019-01-04,3020,3020
2019-01-04,3927,3927
2019-01-04,3922,3922
2019-01-04,7420,7420
2019-01-04,3027,3027
2019-01-04,7427,7427
2019-01-04,822,822
2019-01-04,829,829
2019-01-04,3022,3022
2019-01-04,3929,3929
2019-01-04,3924,3924
2019-01-04,7422,7422
2019-01-04,7429,7429
2019-01-04,3029,3029
2019-01-04,824,824
2019-01-04,222,222
2019-01-04,831,831
2019-01-04,3024,3024
2019-01-04,3931,3931
2019-01-04,3926,3926
2019-01-04,7424,7424
2019-01-04,3031,3031
2019-01-04,7431,7431
2019-01-04,826,826
2019-01-04,833,833
2019-01-04,3026,3026
2019-01-04,3933,3933
2019-01-04,3928,3928
2019-01-04,7426,307426
2019-01-04,7433,7433
2019-01-04,3033,3033
2019-01-04,828,828
2019-01-04,835,835
2019-01-04,3028,303028
2019-01-04,3935,3935
2019-01-04,3930,3930
2019-01-04,7428,307428
2019-01-04,3035,3035
2019-01-04,7435,7435
2019-01-04,830,830
2019-01-04,837,837
2019-01-04,123,123
2019-01-04,3030,303030
2019-01-04,3937,3937
2019-01-04,3932,3932
2019-01-04,7430,7430
2019-01-04,3037,3037
2019-01-04,7437,7437
2019-01-04,832,832
2019-01-04,220,220
2019-01-04,839,839
2019-01-04,3032,303032
2019-01-04,3939,3939
2019-01-04,3934,3934
2019-01-04,7432,307432
2019-01-04,3039,3039
2019-01-04,7439,7439
2019-01-04,834,834
2019-01-04,841,841
2019-01-04,3034,303034
2019-01-04,3941,3941
2019-01-04,3936,3936
2019-01-04,7434,307434
2019-01-04,7441,7441
2019-01-04,3041,3041
2019-01-04,836,836
2019-01-04,843,843
2019-01-04,3036,3036
2019-01-04,3943,3943
2019-01-04,3938,3938
2019-01-04,7436,7436
2019-01-04,3043,3043
2019-01-04,7443,7443
2019-01-04,838,838
2019-01-04,845,845
2019-01-04,125,125
2019-01-04,3038,3038
2019-01-04,3945,3945
2019-01-04,3940,3940
2019-01-04,7438,7438
2019-01-04,3045,3045
2019-01-04,7445,7445
2019-01-04,840,840
2019-01-04,128,128
2019-01-04,847,847
2019-01-04,3040,3040
2019-01-04,3947,3947
2019-01-04,3942,3942
2019-01-04,7440,7440
2019-01-04,3047,3047
2019-01-04,7447,7447
2019-01-04,842,842
2019-01-04,849,849
2019-01-04,3042,3042
2019-01-04,3949,3949
2019-01-04,3944,3944
2019-01-04,7442,7442
2019-01-04,7449,7449
2019-01-04,3049,3049
2019-01-04,844,844
2019-01-04,851,851
2019-01-04,3044,3044
2019-01-04,3951,3951
2019-01-04,3946,3946
2019-01-04,7444,7444
2019-01-04,3051,3051
2019-01-04,7451,7451
2019-01-04,846,846
2019-01-04,853,853
2019-01-04,127,127
2019-01-04,3046,3046
2019-01-04,3953,3953
2019-01-04,3948,3948
2019-01-04,7446,7446
2019-01-04,3053,303053
2019-01-04,7453,7453
2019-01-04,848,848
2019-01-04,126,126
2019-01-04,855,855
2019-01-04,3048,3048
2019-01-04,3955,3955
2019-01-04,3950,3950
2019-01-04,7448,7448
2019-01-04,3055,3055
2019-01-04,7455,7455
2019-01-04,850,850
2019-01-04,857,857
2019-01-04,3050,3050
2019-01-04,3957,3957
2019-01-04,3952,3952
2019-01-04,7450,7450
2019-01-04,7457,7457
2019-01-04,3057,3057
2019-01-04,852,852
2019-01-04,859,859
2019-01-04,3052,3052
2019-01-04,3959,3959
2019-01-04,3954,3954
2019-01-04,7452,7452
2019-01-04,3059,3059
2019-01-04,7459,7459
2019-01-04,854,854
2019-01-04,861,861
2019-01-04,129,129
2019-01-04,3054,3054
2019-01-04,3961,3961
2019-01-04,3956,3956
2019-01-04,7454,7454
2019-01-04,3061,3061
2019-01-04,7461,7461
2019-01-04,856,856
2019-01-04,124,124
2019-01-04,863,863
2019-01-04,3056,3056
2019-01-04,3963,3963
2019-01-04,3958,3958
2019-01-04,7456,7456
2019-01-04,3063,3063
2019-01-04,7463,7463
2019-01-04,858,858
2019-01-04,865,865
2019-01-04,3058,3058
2019-01-04,3965,3965
2019-01-04,3960,3960
2019-01-04,7458,7458
2019-01-04,7465,7465
2019-01-04,3065,3065
2019-01-04,860,860
2019-01-04,867,867
2019-01-04,3060,3060
2019-01-04,3967,3967
2019-01-04,3962,3962
2019-01-04,7460,7460
2019-01-04,3067,3067
2019-01-04,7467,7467
2019-01-04,862,862
2019-01-04,869,869
2019-01-04,221,221
2019-01-04,3062,3062
2019-01-04,3969,3969
2019-01-04,3964,3964
2019-01-04,7462,7462
2019-01-04,3069,3069
2019-01-04,7469,7469
2019-01-04,864,864
2019-01-04,871,871
2019-01-04,3064,3064
2019-01-04,3971,3971
2019-01-04,2966,2966
2019-01-04,3071,303071
2019-01-04,7471,7471
2019-01-04,3066,3066
2019-01-04,2973,2973
2019-01-04,2968,2968
2019-01-04,3073,3073
2019-01-04,122,122
2019-01-04,3068,3068
2019-01-04,2975,2975
2019-01-04,2970,2970
2019-01-04,3075,3075
2019-01-04,3070,3070
2019-01-04,2977,2977
2019-01-04,2972,2972
2019-01-04,3077,3077
2019-01-04,3072,3072
2019-01-04,2979,2979
2019-01-04,2974,2974
2019-01-04,3079,3079
2019-01-04,104,104
2019-01-04,3074,3074
2019-01-04,2981,2981
2019-01-04,2976,2976
2019-01-04,3081,3081
2019-01-04,3076,3076
2019-01-04,2983,2983
2019-01-04,2978,2978
2019-01-04,3083,3083
2019-01-04,3078,3078
2019-01-04,2985,2985
2019-01-04,2980,2980
2019-01-04,3085,3085
2019-01-04,120,120
2019-01-04,3080,3080
2019-01-04,2987,2987
2019-01-04,2982,2982
2019-01-04,3087,3087
2019-01-04,3082,3082
2019-01-04,2989,2989
2019-01-04,2984,2984
2019-01-04,3089,3089
2019-01-04,2986,2986
2019-01-04,3091,3091
2019-01-04,3086,3086
2019-01-04,7393,7393
2019-01-04,7384,7384
2019-01-04,1405,1405
2019-01-04,7395,7395
2019-01-04,1402,1402
2019-01-05,1409,1409
2019-01-04,1406,1406
2019-01-05,1413,1413
2019-01-05,1410,1410
2019-01-05,1417,1417
2019-01-05,1414,1414
2019-01-05,1418,1418
2019-01-05,7408,7408
2019-01-05,1422,1422
2019-01-05,7412,7412
2019-01-05,121,121
2019-01-05,3014,3014
2019-01-05,2916,2916
2019-01-05,3021,3021
2019-01-05,3016,3016
2019-01-05,2923,2923
2019-01-05,2918,2918
2019-01-05,3023,3023
2019-01-05,3018,3018
2019-01-05,2925,2925
2019-01-05,2920,2920
2019-01-05,3025,3025
2019-01-05,105,105
2019-01-05,3020,3020
2019-01-05,2927,2927
2019-01-05,2922,2922
2019-01-05,3027,3027
2019-01-05,829,829
2019-01-05,3022,3022
2019-01-05,3929,3929
2019-01-05,2924,2924
2019-01-05,3029,3029
2019-01-05,222,222
2019-01-05,831,831
2019-01-05,3024,3024
2019-01-05,3931,3931
2019-01-05,3926,3926
2019-01-05,3031,3031
2019-01-05,826,826
2019-01-05,833,833
2019-01-05,3026,3026
2019-01-05,3933,3933
2019-01-05,3928,3928
2019-01-05,3033,3033
2019-01-05,828,828
2019-01-05,835,835
2019-01-05,3028,3028
2019-01-05,3935,3935
2019-01-05,3930,3930
2019-01-05,3035,3035
2019-01-05,830,830
2019-01-05,837,837
2019-01-05,123,123
2019-01-05,3030,3030
2019-01-05,3937,3937
2019-01-05,3932,3932
2019-01-05,3037,3037
2019-01-05,832,832
2019-01-05,220,220
2019-01-05,839,839
2019-01-05,3032,3032
2019-01-05,3939,3939
2019-01-05,3934,3934
2019-01-05,3039,3039
2019-01-05,834,834
2019-01-05,841,841
2019-01-05,3034,3034
2019-01-05,3941,3941
2019-01-05,3936,3936
2019-01-05,3041,3041
2019-01-05,836,836
2019-01-05,843,843
